source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates
Chapter 5 (Demons),Anamalech,anamalech,,Demon,published,A large demon warrior,Main Universe,Demons,,,
Chapter 5 (Demons),Andhaka,andhaka,,Demon,published,A house demon of nightmares.,Main Universe,Demons,,,
Chapter 5 (Demons),Andras,andras,,Demon,published,A demon of enhanced speed that races across Hell causing headaches to the tortured souls.,Main Universe,Demons,,,
Chapter 5 (Demons),Andrealphus,andrealphus,,Demon,published,A demonic warrior,Main Universe,Demons,,,
Chapter 5 (Demons),Andromalius,andromalius,,Demon,published,A demonic warrior,Main Universe,Demons,,,
Chapter 5 (Demons),Antichrist,antichrist,,Demon,published,The eldest of the Seven Princes’ of Hell. He has existed in stories as long as Jesus Christ as he serves a similar purpose for Santaniel as Jesus did to GOD. He has all power and knowledge and controls most of the factions of demons that are on Earth.,Main Universe,Demons,,,
Chapter 5 (Demons),Anzu,anzu,,Demon,published,A demonic soldier,Main Universe,Demons,,,
Chapter 5 (Demons),Apep,apep,Apophis,Demon,published,A demonic soldier,Main Universe,Demons,,,
Chapter 5 (Demons),Apollyon,apollyon,,Demon,published,A demon that modeled himself after the Greek god Apollo. He uses light to blind others and eat out their eyes.,Main Universe,Demons,,,
Chapter 5 (Demons),Armaros,armaros,,Demon,published,A demonic soldier,Main Universe,Demons,,,
Chapter 5 (Demons),Asag,asag,,Demon,published,A demonic hag that assists evil magical beings on Earth.,Main Universe,Demons,,,
Chapter 5 (Demons),Asb'el,asbel,,Demon,published,"A demon that was born from the liver of Adam while he was asleep. It was believed that he was created by Eve, during the time she was discovering her magical powers.",Main Universe,Demons,,,
Chapter 5 (Demons),Asmodai,asmodai,Asmodeus,Demon,published,The leader of the demonic faction that stands at the Gates to Hell. He was once one of the Knights of Hell until they revoked his membership because of him wanting to take Belckus place as Go King over hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Astaroth,astaroth,,Demon,published,A powerful demon and Knight of Hell. He leads the army of powerful sorcerers on Earth to take over its many magical domains.,Main Universe,Demons,,,
Chapter 5 (Demons),Astarte,astarte,,Demon,published,One of the Knights of Hell. She lives in the stars and is the only fallen angels that remained in close contact with her previous allies.,Main Universe,Demons,,,
Chapter 5 (Demons),Asura,asura,,Demon,published,A star demon under the direct servitude to Astarte.,Main Universe,Demons,,,
Chapter 5 (Demons),Azazel,azazel-demon,,Demon,published,"Like his angelic counterpart, Azazel was once known by another name however, during his fall he changed it to match that of the Angel of Death.",Main Universe,Demons,,,
Chapter 5 (Demons),Azi Dahaka,azi-dahaka,Dahak,Demon,published,A demonic warlock that can use spells of others just by being in close proximity of them.,Main Universe,Demons,,,
Chapter 5 (Demons),Baal,baal,,Demon,published,One of the Knights of Hell. He is not as strong as the others however uses his arrows to open doorways to foreign places to unleash demons and demonic creatures.,Main Universe,Demons,,,
Chapter 5 (Demons),Balam,balam,,Demon,published,An orange specter that moves across the Earth using a magic carpet. He grants wishes as long as one of them is to kill someone close to the wisher.,Main Universe,Demons,,,
Chapter 5 (Demons),Balberith,balberith,,Demon,published,A demon that writes in the Book of Souls which a direct counterpart of Book of Sanctuary used by evil witches.,Main Universe,Demons,,,
Chapter 5 (Demons),Bali Raj,bali-raj,,Demon,published,A demon that floats above the ground carrying the souls of those that died in its homeland.,Main Universe,Demons,,,
Chapter 5 (Demons),Banshee,banshee,,Demon,published,A terrifying demon that screams men to death. They are the lost souls of witches. Their screams are only heard when danger is near.,Main Universe,Demons,,,
Chapter 5 (Demons),Baphomet,baphomet,,Demon,published,A demon poet that appeared during the Shakespeare age.,Main Universe,Demons,,,
Chapter 5 (Demons),Barbas,barbas,,Demon,published,"Demon of dreams, he is also known as the demon of illusion.",Main Universe,Demons,,,
Chapter 5 (Demons),Barbatos,barbatos,,Demon,published,A island demon that moves the Earth in response to the direction of the Sun and Moon.,Main Universe,Demons,,,
Chapter 5 (Demons),Bathin,bathin,,Demon,published,A demon warrior that uses the souls of angels.,Main Universe,Demons,,,
Chapter 5 (Demons),Beelzebub,beelzebub,,Demon,published,One of the Knights of Hell. In many stories he is so powerful that he is considered one of the avatars of Santaniel.,Main Universe,Demons,,,
Chapter 5 (Demons),Behemoth,behemoth,,Demon,published,One of the Knights of Hell. One of the most powerful demons in Hell. It was one of the most powerful followers to Belckus.,Main Universe,Demons,,,
Chapter 5 (Demons),Beherit,beherit,,Demon,published,A phoenix that appears human when in front of those lesser than itself. It was turned evil when the promise of absolute power was offered by Belckus.,Main Universe,Demons,,,
Chapter 5 (Demons),Beleth,beleth,,Demon,published,"A demon soldier, killed by a young Zane.",Main Universe,Demons,,,
Chapter 5 (Demons),Belial,belial,,Demon,published,"One of the Seven Princes’ of Hell. His long hair uses the scent of an angel to lure angels to him and then he kills them. Since he fell to Hell, he has killed over 200 angels.",Main Universe,Demons,,,
Chapter 5 (Demons),Belphegor,belphegor,,Demon,published,"Demon that killed Michael (original holder of the Key of Humanity, later killed by the Zane)",Main Universe,Demons,,,
Chapter 5 (Demons),Berith,berith,,Demon,published,A demon of ancient origin. It appears throughout many stories and uses spells to control others.,Main Universe,Demons,,,
Chapter 5 (Demons),Bhūta,bhūta,,Demon,published,A demon that writes down the orders and words of Belckus. He is the twin to Metatron and served as his close ally until he followed Belckus into Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Bies,bies,,Demon,published,A lower demon with a hundred eyes.,Main Universe,Demons,,,
Chapter 5 (Demons),Bifrons,bifrons,,Demon,published,A mid-level demon that commands many of the lower demons.,Main Universe,Demons,,,
Chapter 5 (Demons),Boruta,boruta,,Demon,published,A general that commands the mid-level demons.,Main Universe,Demons,,,
Chapter 5 (Demons),Botis,botis,,Demon,published,A pirate demon and pirate under Davy Jones.,Main Universe,Demons,,,
Chapter 5 (Demons),Buer,buer,,Demon,published,A lower demon with a large lower body.,Main Universe,Demons,,,
Chapter 5 (Demons),Bukavac,bukavac,,Demon,published,A demon that can possess ghost.,Main Universe,Demons,,,
Chapter 5 (Demons),Bune,bune,,Demon,published,"A lower demon, he fell in love with a woman and the two had children that were killed because of their dual nature.",Main Universe,Demons,,,
Chapter 5 (Demons),Bushyasta,bushyasta,,Demon,published,A higher level demon and part of the Overlords. He was worshipped in numerous places as a powerful priest before his mentioned of being a demon.,Main Universe,Demons,,,
Chapter 5 (Demons),Caacrinolaas,caacrinolaas,,Demon,published,A demonic soul that was once of a human turned into a demon.,Main Universe,Demons,,,
Chapter 5 (Demons),Caim,caim,,Demon,published,A lower demon,Main Universe,Demons,,,
Chapter 5 (Demons),Charun,charun,,Demon,published,A lower demon,Main Universe,Demons,,,
Chapter 5 (Demons),Chemosh,chemosh,,Demon,published,A demon soldier,Main Universe,Demons,,,
Chapter 5 (Demons),Choronzon,choronzon,,Demon,published,"Note: Thelema

A frost demon with a body made up of harden sand.",Main Universe,Demons,,,
Chapter 5 (Demons),Cimejes,cimejes,,Demon,published,Small demons related to the harpy. They are all male and uses their claws to poison men to sickness.,Main Universe,Demons,,,
Chapter 5 (Demons),Corson,corson,,Demon,published,A human made into a demon through black magic. He was once a scientist and now uses science as a way to turn others to demons.,Main Universe,Demons,,,
Chapter 5 (Demons),Crocell,crocell,,Demon,published,A sea demon,Main Universe,Demons,,,
Chapter 5 (Demons),Crone,crone,,Demon,published,"Once a witch, she was cursed to carry the soul of a thousand old women. Turning her into an old woman forever. She steals the youth of young women to gather back some of her youth.",Main Universe,Demons,,,
Chapter 5 (Demons),Culsu,culsu,,Demon,published,A plant demon,Main Universe,Demons,,,
Chapter 5 (Demons),Daeva,daeva,,Demon,published,A black faced demon with a white gold body,Main Universe,Demons,,,
Chapter 5 (Demons),Dagon,dagon,,Demon,published,A dragon demon that wraps around Hell serving as the walls of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Dajjal,dajjal,,Demon,published,A demonic genie that has tense powers. It can appear almost in every place at once,Main Universe,Demons,,,
Chapter 5 (Demons),Danjal,danjal,,Demon,published,A demon covered in jewels and uses them to blind others,Main Universe,Demons,,,
Chapter 5 (Demons),Dantalion,dantalion,,Demon,published,A demon that uses smoke to choke others,Main Universe,Demons,,,
Chapter 5 (Demons),Dasa,dasa,,Demon,published,A demon with long hair that can choke someone,Main Universe,Demons,,,
Chapter 5 (Demons),Davy Jones,davy-jones,,Demon,published,"A spirit of a pirate that steals treasures, precious jewels, and uses a ghost ship to travel across different lands rather by land, sea, or air.",Main Universe,Demons,,,
Chapter 5 (Demons),Decarabia,decarabia,,Demon,published,A giant rock demon that sits at the edge of bridges scaring travelers.,Main Universe,Demons,,,
Chapter 5 (Demons),Demogorgon,demogorgon,,Demon,published,A powerful gorgon that possesses a magical amulet that allows it to live for eternity.,Main Universe,Demons,,,
Chapter 5 (Demons),Devil,devil,,Demon,published,"Often mistaken to be Lucifer the angel, Santaniel the King of Hell, Belckus the God King of Evil, Samael the angel, and Sat the demon. He appears with a long pointy tail, sharp ears, giant hands, and he is one of the Seven Princes’ of Hell.",Main Universe,Demons,,,
Chapter 5 (Demons),Div-e Sepid,div-e-sepid,,Demon,published,A land demon that is called on to do various things including haunting new tenants.,Main Universe,Demons,,,
Chapter 5 (Demons),Djinn,djinn,,Demon,published,"An evil genie that usually can be found in Hell. However, it can be summoned through magical objects mostly lamps that has something of it to trap it.",Main Universe,Demons,,,
Chapter 5 (Demons),Donn,donn,,Demon,published,The demon god that rules over the lower southern part of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Drekavac,drekavac,,Demon,published,House demons that eat the meals prepared for the house. If there is no food then they will eat away at the toes of the resident.,Main Universe,Demons,,,
Chapter 5 (Demons),Dzoavits,dzoavits,,Demon,published,Evil animals that taunt humans and gives them nightmares.,Main Universe,Demons,,,
Chapter 5 (Demons),Eligos,eligos,,Demon,published,A black Pegasus that serves under powerful demons. It can travel to any dimension with free will.,Main Universe,Demons,,,
Chapter 5 (Demons),Empusa,empusa,,Demon,published,A Greek spirit that can act on someone’s darkest wishes by granting them.,Main Universe,Demons,,,
Chapter 5 (Demons),Euryale,euryale,,Demon,published,A Greek spirit that contains the power to trap someone in their fear.,Main Universe,Demons,,,
Chapter 5 (Demons),Eurynome,eurynome,,Demon,published,A demon that lives deep within a valley hiding its body under rock and soil.,Main Universe,Demons,,,
Chapter 5 (Demons),Eurynomos,eurynomos,,Demon,published,The echo of the evil soul. It lives in the mountains and drowns the valleys with blood.,Main Universe,Demons,,,
Chapter 5 (Demons),Familiars,familiars,,Demon,published,"Magical spirits taking the forms of animals watching over magical beings mostly witches and warlocks. Although, they are of demonic origin they are not evil and are very protective of those they are assigned to.",Main Universe,Demons,,,
Chapter 5 (Demons),Focalor,focalor,,Demon,published,A demonic preacher that preaches the words of Santaniel to devil worshippers.,Main Universe,Demons,,,
Chapter 5 (Demons),Foras,foras,,Demon,published,A giant dog that barks cause earthquakes and tsunamis.,Main Universe,Demons,,,
Chapter 5 (Demons),Forneus,forneus,,Demon,published,A movable bear that is only seen in the light as it has a reflective body. It eats children.,Main Universe,Demons,,,
Chapter 5 (Demons),Furcas,furcas,,Demon,published,Demonic owls that serve as guides of students to the residents of Hizirinth.,Main Universe,Demons,,,
Chapter 5 (Demons),Furfur,furfur,,Demon,published,A giant furry demon that rolls around soaking up fear and despair.,Main Universe,Demons,,,
Chapter 5 (Demons),Furies,furies,,Demon,published,Vengeful spirits of Greek legend. They represent retribution of humans and are called upon to seek revenge on the one that summoned them.,Main Universe,Demons,,,
Chapter 5 (Demons),Gader'el,gaderel,,Demon,published,One of the fallen angels still holding onto its angelic powers.,Main Universe,Demons,,,
Chapter 5 (Demons),Gaki,gaki,,Demon,published,A demon fish that swims eating other fish and human swimmers.,Main Universe,Demons,,,
Chapter 5 (Demons),Gello,gello,,Demon,published,A dolphin like demon that moves through the water at great speeds.,Main Universe,Demons,,,
Chapter 5 (Demons),Glasya-Labolas,glasya-labolas,,Demon,published,A glass like demon that can shatter glass by looking upon it.,Main Universe,Demons,,,
Chapter 5 (Demons),Gorgon,gorgon,,Demon,published,"A demon belonging to the family of Medusa. Like its Greek counterpart it can fly and turn things into various elements including stone, put something on fire.",Main Universe,Demons,,,
Chapter 5 (Demons),Gremory,gremory,,Demon,published,A mirror demon under the control of Mulloch.,Main Universe,Demons,,,
Chapter 5 (Demons),Grigori,grigori-demon,,Demon,published,Mischievous demons that flies around the dying eating their souls.,Main Universe,Demons,,,
Chapter 5 (Demons),Gualichu,gualichu,,Demon,published,A puppet demon that uses its yarn and wires to strangle someone to death. It uses toys and other puppets to spy on others,Main Universe,Demons,,,
Chapter 5 (Demons),Gusion,gusion,,Demon,published,A mirror demon under the control of Mulloch.,Main Universe,Demons,,,
Chapter 5 (Demons),Haagenti,haagenti,,Demon,published,A gentle demon that speaks French. It hides under a bridge eating sweets and laughing with children.,Main Universe,Demons,,,
Chapter 5 (Demons),Halphas,halphas,,Demon,published,A hog like demon,Main Universe,Demons,,,
Chapter 5 (Demons),Haures,haures,,Demon,published,Four headed demon goddess that predicts the past and future to demons.,Main Universe,Demons,,,
Chapter 5 (Demons),Humbaba,humbaba,,Demon,published,"A demon with a mouth the size of Hawaii. It has been asleep for nearly 4,000 years. It is said that its mouth serves as a gateway to Hell.",Main Universe,Demons,,,
Chapter 5 (Demons),Iblis,iblis,,Demon,published,An island size demon that carries the city of devil worshippers on its back.,Main Universe,Demons,,,
Chapter 5 (Demons),Ifrit,ifrit,,Demon,published,A demonic entity that appears like giant fog,Main Universe,Demons,,,
Chapter 5 (Demons),Incubus,incubus,,Demon,published,A demon that feeds on the happiness of others and uses it as way to grow stronger and walk into the daylight.,Main Universe,Demons,,,
Chapter 5 (Demons),Ipos,ipos,,Demon,published,A demon with both male and female attributes.,Main Universe,Demons,,,
Chapter 5 (Demons),Kabandha,kabandha,,Demon,published,Using its wings to fly above Hell to watch over the different levels.,Main Universe,Demons,,,
Chapter 5 (Demons),Kali,kali,,Demon,published,"Note: demon

A demon priestess that performs rituals and marriages under the name of Belckus.",Main Universe,Demons,,,
Chapter 5 (Demons),Kitsune,kitsune,,Demon,published,A spirit demon with a thousand tails. It looks like a giant grey fox with large fangs.,Main Universe,Demons,,,
Chapter 5 (Demons),Kokb'ael,kokbael,,Demon,published,A trio of demons that speaks of Santaniel’s orders to the demonic army.,Main Universe,Demons,,,
Chapter 5 (Demons),Kuntilanak,kuntilanak,,Demon,published,A big armored demon that has brute strength and force,Main Universe,Demons,,,
Chapter 5 (Demons),Labal,labal,,Demon,published,A demon lamb that gave birth to the powers of demons in Santaniel’s army.,Main Universe,Demons,,,
Chapter 5 (Demons),Lady Midday,lady-midday,,Demon,published,A vampire like creature that calls on the power of her father Santaniel. She along with Lilith are the only two female children of Santaniel.,Main Universe,Demons,,,
Chapter 5 (Demons),Lamashtu,lamashtu,,Demon,published,"A demon princess that has seduce, married, and had children with various kings on Earth.",Main Universe,Demons,,,
Chapter 5 (Demons),Lamia,lamia,,Demon,published,Stone creatures of demonic origin. They have existed for thousands of years creating properties in numerous mythologies.,Main Universe,Demons,,,
Chapter 5 (Demons),Lechies,lechies,,Demon,published,Slimy demons that eat at the souls of the tortured. On Earth they feed on the bodies of those that committed sins while in life.,Main Universe,Demons,,,
Chapter 5 (Demons),Legion,legion,,Demon,published,A collection of high demons that serve under the Overlords. They are the strongest level of demons under the Knights of Hell and the Seven Princes’ of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Lempo,lempo,,Demon,published,The guardian demon to those that worship Santaniel.,Main Universe,Demons,,,
Chapter 5 (Demons),Leraje,leraje,,Demon,published,A four eyed demon that licks its opponents to place them in a 100 year slumber.,Main Universe,Demons,,,
Chapter 5 (Demons),Leviathan,leviathan,,Demon,published,So powerful that the Ultimate One trapped them in the Sea of Life to only release them at the end of time to swallow the Earth because of the sins of Humans.,Main Universe,Demons,,,
Chapter 5 (Demons),Leyak,leyak,,Demon,published,A holy demon that can withstand the effects of Holy Water.,Main Universe,Demons,,,
Chapter 5 (Demons),Lili,lili,"Lilim, Lilin",Demon,published,"A collection of demons that each possesses numerous influence over other demons in Hell, so much that they are higher in position of the Knights of Hell and close eyes to Santaniel while in his prison.",Main Universe,Demons,,,
Chapter 5 (Demons),Lilith,lilith,,Demon,published,"The eldest daughter and wife to Santaniel. She was the product of Santaniel and Eve. When Eve left the Garden of Eden, so did her love for Santaniel. Lilith mended Santaniel’s once heavy heart and provided him with seven sons and two daughters.",Main Universe,Demons,,,
Chapter 5 (Demons),Lix Tetrax,lix-tetrax,,Demon,published,"One of the earliest wives to Belckus before she was killed during his raid against Heaven, years before his son Santaniel did the same thing.",Main Universe,Demons,,,
Chapter 5 (Demons),Lucifuge Rofocale,lucifuge-rofocale,,Demon,published,One of the Knights of Hell and modeled after Lucifer the angel of Heaven. He uses enhanced power to diffuge others. He rides on three black horsed led chariot that brings death behind it.,Main Universe,Demons,,,
Chapter 5 (Demons),Malphas,malphas,,Demon,published,The demon of energy that can omit negative energy against its opponents.,Main Universe,Demons,,,
Chapter 5 (Demons),Mammon,mammon,,Demon,published,One of the Knights of Hell and a powerful demon King. He once lived on Earth commanded armies stretching across centuries and took over most of the ancient world using different names.,Main Universe,Demons,,,
Chapter 5 (Demons),Mara,mara,,Demon,published,A beautiful demoness that uses black magic to fight battles against her opponents and sometimes her allies. She is one of the first followers to Eve.,Main Universe,Demons,,,
Chapter 5 (Demons),Marax,marax,,Demon,published,A fire demon of ancient origin. Its body is made up of rock and lava.,Main Universe,Demons,,,
Chapter 5 (Demons),Marbas,marbas,,Demon,published,A marbled demon with piercing eyes made of snow and ice.,Main Universe,Demons,,,
Chapter 5 (Demons),Marchosias,marchosias,,Demon,published,A flower demon that uses nature to capture its opponents.,Main Universe,Demons,,,
Chapter 5 (Demons),Maricha,maricha,,Demon,published,A mimic demon that copies the powers of others.,Main Universe,Demons,,,
Chapter 5 (Demons),Masih ad-Dajjal),masih-ad-dajjal,,Demon,published,The demon of technology. She is strong and very intelligent. Her hair is hardwired to the circuits of the technology world above.,Main Universe,Demons,,,
Chapter 5 (Demons),Mastema,mastema,,Demon,published,A mischievous demon that can burn the souls of others by simply reaching into the body and ripping them out.,Main Universe,Demons,,,
Chapter 5 (Demons),Mathim,mathim,,Demon,published,A demon that uses math to torture men and women of Earth. He wears large bifocals that allows him to see into the souls of others.,Main Universe,Demons,,,
Chapter 5 (Demons),Medusa,medusa,,Demon,published,"A gorgon and demon of Greek Mythology. She represents tortured souls on Earth. In Elitsyian Mythology, she is relatively spoken as a demon that can turn men to stone however, her powers has no effects on women and magical beings.",Main Universe,Demons,,,
Chapter 5 (Demons),Mephistopheles,mephistopheles,,Demon,published,A demon guard that protects the hearts of those that has had their hearts ripped out while being tortured. The hearts are used later for spells.,Main Universe,Demons,,,
Chapter 5 (Demons),Merihem,merihem,,Demon,published,A mermaid demon that sits at the bottom of the sea eating other fish,Main Universe,Demons,,,
Chapter 5 (Demons),Mictlantecuhtli,mictlantecuhtli,,Demon,published,A seven headed demon and one of the Seven Princes’ of Hell. He laughs at the misfortunes of others and carries a sickle that tortures others by stabbing them in the gut.,Main Universe,Demons,,,
Chapter 5 (Demons),Moloch,moloch,,Demon,published,A mirror demon that can only come to the land of the living through the fifth seal being broken which is found in Antarctica and is guarded by the Demoy family. He rules over the Mirror World however is seen as a deity amongst the residence. He is also one of the Knights of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Murmur,murmur,,Demon,published,A demon whose influence on earth is to cause heart related failures among humans and animals.,Main Universe,Demons,,,
Chapter 5 (Demons),Naamah,naamah,,Demon,published,The demon who tortures higher beings who have been sent to Hell. He uses a hacksaw and chainsaw as his weapons of choice.,Main Universe,Demons,,,
Chapter 5 (Demons),Naberius,naberius,,Demon,published,The guard dog to the gates of the tormented souls.,Main Universe,Demons,,,
Chapter 5 (Demons),Naberus,naberus,,Demon,published,A demon and one of the Seven Princes’ of Hell. He overthrew his brothers to take charge over the Army of Hell which was led against Heaven during the great war.,Main Universe,Demons,,,
Chapter 5 (Demons),Naphula,naphula,,Demon,published,"A demonic witch that uses black magic to summon her fellow demons above ground. She is only allowed above ground at night, thus having sex with men allows her to roam during the day, although partially human with little control over her magical powers.",Main Universe,Demons,,,
Chapter 5 (Demons),Nekomata,nekomata,,Demon,published,A demonic crab that takes the form of a woman to seduce men into the sea where her friends eat out their organs.,Main Universe,Demons,,,
Chapter 5 (Demons),Neqa'el,neqael,,Demon,published,The demon swamp dog that breathes in smoke and spits out rivers of lava.,Main Universe,Demons,,,
Chapter 5 (Demons),Ninurta,ninurta,,Demon,published,Demon princess and once lover of her father Santaniel before she was banished for betraying their love after falling in love with her brother Naberus.,Main Universe,Demons,,,
Chapter 5 (Demons),Nisroch,nisroch,,Demon,published,"Knight of Hell, this clever demon uses his large swords to create huge wind storms that protects his region from intruders.",Main Universe,Demons,,,
Chapter 5 (Demons),Nix,nix,,Demon,published,The demon of the night. Worshipped primarily in Greece. This demon moves the night alongside the flow of the day on the opposite parts of the world. She rides a chariot led by two large blue dogs.,Main Universe,Demons,,,
Chapter 5 (Demons),Nyai Loro Kidul,nyai-loro-kidul,Nyi Roro Kidul,Demon,published,A pink skinned demon with long flowing red hair. She is the most beautiful demon and is sought by many to birth demonic children. So far she has over 1 million children all lesser known demons serving part of the Belki.,Main Universe,Demons,,,
Chapter 5 (Demons),Obizoth,obizoth,,Demon,published,A Knight of Hell that holds the Amulet of Psi which grants him power to cloak himself from anything including Santaniel. He worships Belckus and hopes to overthrow his fellow knights to become his first in command.,Main Universe,Demons,,,
Chapter 5 (Demons),Oni,oni,,Demon,published,One of the Knights of Hell and contains enhanced knowledge of life before the fallen unlike many other demons. He raged war against Heaven in a private attempt to become a Seraphim.,Main Universe,Demons,,,
Chapter 5 (Demons),Onoskelis,onoskelis,,Demon,published,A muscled hardened demon that is of Greek origin. He speaks in multiple languages and help invent the demonic language that is shared in Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Oray,oray,,Demon,published,One of the loyal followers to the Knights of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Orcus,orcus,,Demon,published,A malevolent demon of godly proportions. His powers are so in depth that he is called on to perform powerful spells by both good and evil spell casters.,Main Universe,Demons,,,
Chapter 5 (Demons),Oriax,oriax,,Demon,published,"Capable of seeing into many different times (past, present, and future) and into any world. It has no specific gender and its body is enclosed in a cape that omits dark energy.",Main Universe,Demons,,,
Chapter 5 (Demons),Orobas,orobas,,Demon,published,One of the Seven Princes’ of Hell. His large white body glows brilliantly when he powers up. He can cause storms by speaking.,Main Universe,Demons,,,
Chapter 5 (Demons),Ose,ose,,Demon,published,The demonic deity that controls most of the northern part of the third level of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Paimon,paimon,,Demon,published,A salmon demon that can swim very fast.,Main Universe,Demons,,,
Chapter 5 (Demons),Pazuzu,pazuzu,,Demon,published,A fat demon that will consume anything that comes near it.,Main Universe,Demons,,,
Chapter 5 (Demons),Penemue,penemue-demon,,Demon,published,A demon that can call on other demons to form a big dragon like demon.,Main Universe,Demons,,,
Chapter 5 (Demons),Phenex,phenex,,Demon,published,A warrior demon with big black and white wings.,Main Universe,Demons,,,
Chapter 5 (Demons),Pithius,pithius,,Demon,published,A snake demon that uses its tail to squeeze the life out of its victims.,Main Universe,Demons,,,
Chapter 5 (Demons),Pocong,pocong,,Demon,published,A floating demon that houses a city on its back,Main Universe,Demons,,,
Chapter 5 (Demons),Pontianak,pontianak,Kuntilanak,Demon,published,A demon that lives beneath the sea. It cannot breathe air so it uses the ocean to drown its victims and eat them once under water.,Main Universe,Demons,,,
Chapter 5 (Demons),Popobawa,popobawa,,Demon,published,A floating teddy bear like demon that can turn anything to life.,Main Universe,Demons,,,
Chapter 5 (Demons),Procell,procell,,Demon,published,,Main Universe,Demons,,,
Chapter 5 (Demons),Pruflas,pruflas,,Demon,published,,Main Universe,Demons,,,
Chapter 5 (Demons),Psoglav,psoglav,,Demon,published,Note: Slavic mythology,Main Universe,Demons,,,
Chapter 5 (Demons),Purson,purson,,Demon,published,A frog demon that uses its tongue to disperse acid,Main Universe,Demons,,,
Chapter 5 (Demons),Putana,putana,,Demon,published,"The monk turned demon, it sought enlightenment, however, when it was given, the monk prayed to the dead to grant it with powers to overthrow its monastery.",Main Universe,Demons,,,
Chapter 5 (Demons),Rahab,rahab,,Demon,published,Demon of food. It provides food poison,Main Universe,Demons,,,
Chapter 5 (Demons),Rahovart,rahovart,,Demon,published,A demon that often comes out of Hell to cause havoc.,Main Universe,Demons,,,
Chapter 5 (Demons),Raiju,raiju,,Demon,published,A cat demon that changes colors and casts doubt on those that bypass it.,Main Universe,Demons,,,
Chapter 5 (Demons),Rakshasa,rakshasa,,Demon,published,A spider woman like demon that kills anyone in her web including her own children.,Main Universe,Demons,,,
Chapter 5 (Demons),Rangda,rangda,,Demon,published,A demon that provides curses to witches of black magic.,Main Universe,Demons,,,
Chapter 5 (Demons),Raum,raum,,Demon,published,The blue eyed demon of song. Its songs can cause anyone to sleep for hundreds of years or death.,Main Universe,Demons,,,
Chapter 5 (Demons),Ravana,ravana,,Demon,published,A seven-armed demon that haunts the minds of psychics.,Main Universe,Demons,,,
Chapter 5 (Demons),Ronove,ronove,,Demon,published,"A machine like demon that was forged to battle alongside the horsemen of the Apocalypse, although it was defeated slightly before the battle commenced.",Main Universe,Demons,,,
Chapter 5 (Demons),Rosier,rosier,,Demon,published,A beautiful demon that seduces many witches and steals their magic. She is a shapeshifter and commands many shapeshifters that follows her mission of magic stealing.,Main Universe,Demons,,,
Chapter 5 (Demons),Rumjal,rumjal,,Demon,published,A black faced demon that haunts the dreams of those who recently got married.,Main Universe,Demons,,,
Chapter 5 (Demons),Rusalka,rusalka,,Demon,published,A giant demon of Slavic origin. It’s horns are as large as a horse each and just as strong.,Main Universe,Demons,,,
Chapter 5 (Demons),Sabnock,sabnock,,Demon,published,A demonic grave robber that hunts for jewelry and serves as blacksmith to many black magic users.,Main Universe,Demons,,,
Chapter 5 (Demons),Sallos,sallos,,Demon,published,A demon that smells terrible and uses this odor to stun his opponents.,Main Universe,Demons,,,
Chapter 5 (Demons),Salpsan,salpsan,,Demon,published,A demon that has come to earth many times and is featured usually in many one shot stories.,Main Universe,Demons,,,
Chapter 5 (Demons),Samael,samael-demon,,Demon,published,"Once a beloved angel, Samael betrayed his brethren when Santaniel offered him power and glory of light, the ultimate power from which Heaven sits. He is one of the Seven Princes’ of Hell.",Main Universe,Demons,,,
Chapter 5 (Demons),Sat,sat,,Demon,published,A goat demon that charges into battle stealing the hearts of its victims.,Main Universe,Demons,,,
Chapter 5 (Demons),Satanachia,satanachia,,Demon,published,A demonic warrior,Main Universe,Demons,,,
Chapter 5 (Demons),Scox,scox,,Demon,published,A demon that looks for mystical artifacts,Main Universe,Demons,,,
Chapter 5 (Demons),Seere,seere,,Demon,published,A powerful seer of which the name forms. She is called upon to see the future by the greatest demons of Hell. She is tall about 7 feet tall and has three breasts all of which is sucked on to provide visions that cannot normally be seen by other means.,Main Universe,Demons,,,
Chapter 5 (Demons),Semyazza,semyazza,,Demon,published,A demonic soldier that fought alongside the fallen angels.,Main Universe,Demons,,,
Chapter 5 (Demons),Set,set,,Demon,published,Once an Egyptian deity that turned demon after the fall of the Egyptian gods. His primary role now is one of the Seven Princes’ of Hell.,Main Universe,Demons,,,
Chapter 5 (Demons),Shaitan,shaitan,,Demon,published,A sexual deviant demon that will swallow the sperm of men to have their children. She would then eat the child and then kill the man.,Main Universe,Demons,,,
Chapter 5 (Demons),Shax,shax,,Demon,published,A powerful demon with white skin and long blue hair. Its body serves as a portal to other dimensions and it serves as loyal servant to Santaniel.,Main Universe,Demons,,,
