source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,age,abilities
Eliteverse-Heroes-Villains-T,Roven Holden,roven-holden,Robin Hood,Individual,published,"At the age of 901 years old, Roven Holden first met his destiny at the hands of a witch which was later found to be Bewithia, who gave him his abilities. Roven Holden inspired the original Robin Hood stories created by William Langland and several others afterwards. For the next 800 and so years after he was given his abilities, Roven went by several names including Robin Hood, Robun Hood, etc all to disguise his true appearance and to disguise the fact that he doesn’t age. In the 21st century, he would inspire Robert Imoff to create the Arrow League. He often watches over them and guides them as he thinks they are exactly how he was during his years as a bandit for the poor however in a more modern twist.",Main Universe,Heroes,,,The Arrow League or The Arrow; The Arrow League,901,Slow Aging; Enhanced healing factor; Supernatural arrows
Eliteverse-Heroes-Villains-T,The Balancers,the-balancers,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,The Balancers,the-balancers-individual,,Individual,published,"Age: Varies

The balancers are powerful entities that live beyond time itself, they often travel to the realm of Olerta to assist in keeping balance with our current dimension. In some instances most believe that they spread out Olerta’s word across the galaxies and across timelines to insure that everything gets put into place so as if time is not disrupted. Neither is shown apart as they appear as beams of light that share one face. Many think that Secreta are one of them because of her unlimiting powers however it was discovered that she exist before them and beyond their realm.",Main Universe,Heroes,,,The Balancers,,
Eliteverse-Heroes-Villains-T,The Bounty Hunters,the-bounty-hunters,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Smith Lee,smith-lee,The Gunsman,Individual,published,"Cousin to Victoria Lee, Smith like his cousin possess no abilities of his own however he has a gun called the Barrell which can shoot giant cannon ball like objects that once explode can destroy massive amounts of land at one time. The gun itself is about 10 feet tall and Is said to have been made by Valken. Smith created the Bounty Hunters in a mission to defeat his enemies feeling that he would never be able to stop them alone nor keep running.",Main Universe,Heroes,,,The Bounty Hunters,,
Eliteverse-Heroes-Villains-T,Victoria Lee,victoria-lee,The Shiguntu Fighter,Individual,published,"Victoria has always been known for her sex appeal, appearing in revealing outfits and long color changing hair, although she doesn’t possess abilities of her own, her skilled martial arts has been one of the reasons she was abducted as part of the Bounty Hunters. She carries the Shigunku Sphere which can cut through any man made object and pierce through demon skin. Her hair is sharp and contains a mineral that is harder than steel and is often used during her fights.",Main Universe,Heroes,,,The Bounty Hunters,28,
Eliteverse-Heroes-Villains-T,Jane Lurow,jane-lurow,The Winter Fighter,Individual,published,"Oldest of the group, she is also the wisest, believed to be descendant to Valken and Authora, Jane has the ability to create icy winds and blizzard like weather powers. Jane was last to join the bounty hunters and only joined to avenge her daughter whom was killed in their backyard by reptilian enemies of the bounty hunters.",Main Universe,Heroes,,,The Bounty Hunters,36,Icy Winds; Blizzard like Weather powers
Eliteverse-Heroes-Villains-T,Kenneth Ulridge,kenneth-ulridge,Kiromony,Individual,published,"Born to a fugitive and skilled swordswoman, Kenneth has been trained since birth as a skilled bounty hunter and the first member of the Bounty Hunters to be assigned. He is seen with long blonde hair with spiked edges and armor like robe. Like his mother, he carries the Bigusku Power Blade which can absorb attacks. He has healing factors that can also make him very hard to defeat in a battle.",Main Universe,Heroes,,,The Bounty Hunters,29,Healing Factor; Slowed aging; Bigusku Power Blade
Eliteverse-Heroes-Villains-T,Brad Dobson,brad-dobson,Cutthroat,Individual,published,"Known for his skilled gunsmanship, Brad can shoot anything within almost a 100 mile radius. He contains skin that is bulletproof and can also be used as armor itself. Called Cutthroat because of his aggressive nature and sharp tongue, he joined the Bounty Hunters in a route to kill those that killed his family when he was a kid.",Main Universe,Heroes,,,The Bounty Hunters,25,Bulletproof skin; Precise targeting
Eliteverse-Heroes-Villains-T,The Captains,the-captains,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Jennie Ore’,jennie-ore,La Scarlet,Individual,published,"Cursed by a powerful magician, Jennie was born over a thousand years ago. Living most of her life as a Genie serving others, she joined The Captains in hopes to break the curse and one day to be free. Her powers range from magical spells to powerful acrobatic skills. In one vision by the Oracle, she was born to powerful royalty and lived her youth in peace until she fell for a black magician that placed this curse upon her.",Main Universe,Heroes,,,The Captains,1016,Magical Abilities; Wish Granting; Enhance acrobatics
Eliteverse-Heroes-Villains-T,The Dark Curse,the-dark-curse,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Jaxun Fifth,jaxun-fifth,Beast King,Individual,published,"Abilities: Can gain the powers of any animal that exists or has existed on a planet

Similar to the Ancient Circle, The dark circle consists of Jaxun and several members that exist primarily to keep magic secret and balance between the realms. However the Dark Circle main attention is to steal the power of the Kenoxes and mix it with Secreta in order to take over all realms. If this happens, Jaxun and his Dark Circle would succeed in destroying everything in the universe today and start completely over in their image.",Main Universe,Heroes,,,The Dark Curse,31,
Eliteverse-Heroes-Villains-T,Blane Wilkinson,blane-wilkinson,Fire Blade,Individual,published,"Due to a freak accident, Blane’s body became hotter than the inner core of the sun. During his final sighting he nearly destroyed his sister’s home. After being found by several members of the Elite Force, Blane became Fire Blade and learned to control his abilities at SAA. However once he grew stronger and angrier at his accident, Blane decided to inflict the same terror on others joining the cause of the Dark Curse in the process.",Main Universe,Heroes,,,The Dark Curse; Elite Force,29,Ability to rearrange the atomic; Molecular structure of matter; Can alter the density of objects; Including his own body; Render them intangible; Can project bolts of nuclear energy; Flight; Absorb explosive force; Radiation in to his body harmlessly
Eliteverse-Heroes-Villains-T,Fredrick “Freddy” Prickson,fredrick-freddy-prickson,Grave King,Individual,published,Fredrick or Grave King main mission is to reshape the universe; he uses his power over the dead to help push his plan forward. He died centuries ago and was resurrected with powers given to him by an uknown figure which also created the power of the Dark Curse.,Main Universe,Heroes,,,The Dark Curse,441,Solid energy construct; Flight; Invisibility; Teleportation; Ability to heal; Reanimates the dead; Resurrection of the dead
Eliteverse-Heroes-Villains-T,The Demoys,the-demoys,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,The Demoys,the-demoys-individual,,Individual,published,"Age: Varies

The Demoys existed since the early 1100s and shown great power over the dead, from their reign they partially took over the Underworld and watched over the living. Protecting it from the dark forces that leaked from Hell. The Demoys appeared mostly as paled skinned men and women whom had symbols of ancient magic embroided onto their bodies. In the late 1900s, the last Demoy named Wilma met John Watson and the two gave birth to a daughter named Olivia Watson.",Main Universe,Heroes,,,The Demoys,,Transparency; Communicate with the dead; Various powers over the dead; Teleportation; Flight
Eliteverse-Heroes-Villains-T,Bishop Demoy,bishop-demoy,,Individual,published,,Main Universe,Heroes,,,The Demoys,,
Eliteverse-Heroes-Villains-T,Misty Demoy,misty-demoy,,Individual,published,,Main Universe,Heroes,,,The Demoys,,
Eliteverse-Heroes-Villains-T,Phillip Demoy,phillip-demoy,,Individual,published,,Main Universe,Heroes,,,The Demoys,,
Eliteverse-Heroes-Villains-T,Angelia Demoy,angelia-demoy,,Individual,published,,Main Universe,Heroes,,,The Demoys,,
Eliteverse-Heroes-Villains-T,Emma Demoy,emma-demoy,,Individual,published,,Main Universe,Heroes,,,The Demoys,,
Eliteverse-Heroes-Villains-T,Wilma Demoy,wilma-demoy,,Individual,published,,Main Universe,Heroes,,,The Demoys,,
Eliteverse-Heroes-Villains-T,The Drones,the-drones,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Glinda Pennan,glinda-pennan,Dark Seer,Individual,published,"Glinda Pennan has always been on her own, her main focus was to live alone and die alone. That is until she came across an underground society known as Under City. Here many others with mutations and special abilities were outcast or ran away from their homes and met at this place where Glinda would one day lead it above ground. Destined to make sure the people don’t live in fear anymore, Glinda would soon go by the name Dark Seer because of her abilities to see through the dark and her athletic skills and take the people above ground to take back their cities.",Main Universe,Heroes,,,The Drones,34,See through the Dark
Eliteverse-Heroes-Villains-T,Blane Markus,blane-markus,Night Shifter,Individual,published,"Blane was one of the most popular people of his school before his mutation. Always wanting to return to his lifestyle, Blane now a part of the Drones because of his mutation and powers, travels through the upper city to watch over his old peers and family members.",Main Universe,Heroes,,,The Drones,34,Teleportation
Eliteverse-Heroes-Villains-T,Aine Mills,aine-mills,La Capture,Individual,published,"Abilities: Able to trap life forms into inanimate objects

With a unique ability, Aine who also goes by La Capture came from France in search of the Dark Seer to join her team. Knowing of her purpose in life, Aine knew of no other way in life but to fight against those that didn’t want her or others like her around.",Main Universe,Heroes,,,The Drones,16,
Eliteverse-Heroes-Villains-T,Deboie’ Hisani,deboie-hisani,Reginald Deboie’,Individual,published,"Deboie was one of the most deferred soldiers in the Soviet army. His brute strength granted him a place among Elite Force members of his group and could cause him to be placed among the first in fights. Once his mutation caused him to grow incredibly, Deboie left Russia in search of The Drones believing they could help him return to normal. However once at their location Deboie would quickly learn that he was stuck the way he was and that his only home was with the Drones.",Main Universe,Heroes,,,The Drones,38,Giant Muscled Body; Enhanced Strength
Eliteverse-Heroes-Villains-T,Yin Lo Chow,yin-lo-chow,Whisper,Individual,published,"Age: Uknown

Yin Lo Chow never knew life outside of the Under City however it didn’t stop him from researching the world. Yin Lo Chow since he was a child could always learn every language he heard and watched on TV.",Main Universe,Heroes,,,The Drones,,Can speak any language
Eliteverse-Heroes-Villains-T,Shira Dome,shira-dome,Silent Death,Individual,published,"Abilities: Releases an instant killing disease from her body

Unlike her fellow members of the Drones, Shira is very beautiful uses her looks to help get her brethren things like food, clothing, and other materials to make their lives comfortable. Because of her disease like powers, Shira doesn’t want to take the risk of hurting others unless it means protecting her family in the Under City.",Main Universe,Heroes,,,The Drones,28,
Eliteverse-Heroes-Villains-T,Mitchell Wu,mitchell-wu,,Individual,published,"Born in Under City, Mitchell Wu’s parents were killed when upper city bank robbers mistakenly killed them during a bank heist. Now at the age of 8, Mitchell has developed a unique appearance mostly making his body mud like appearance. His body is able to stretch like liquid and create cement like puddles under objects.",Main Universe,Heroes,,,The Drones,8,Mud like body; Mud like puddles
Eliteverse-Heroes-Villains-T,Armstrong,armstrong,Mr. Hyde,Individual,published,"Armstrong was a gentle scientist that hated being picked on and wanted to make a way to become stronger. He used several chemicals together to make a potion that would make him more powerful, faster, and smarter which in return would turn him into a giant creature with little human emotions. Although he got all of the compounds that he wanted to get, it caused a mutation that didn’t agree with Armstrong’s original plan of fitting in. He went into hiding joining the Drones in the process.",Main Universe,Heroes,,,The Drones,33,Transforms between brute giant muscled demon; Scientist
Eliteverse-Heroes-Villains-T,Genita Villub,genita-villub,Sion,Individual,published,Genita’s body is made of pure electrified neon that allows his body to glow intensely. Because of the negative energy that makes his body glow caused children in his school to get headaches. Genita was shipped to SAA by his parents however along his arrival the same thing happen there causing him to run away to Under City and become a part of The Drones.,Main Universe,Heroes,,,The Drones,29,Glowing body due to neon energy
Eliteverse-Heroes-Villains-T,Belkrow Ridge,belkrow-ridge,Sonic Wave,Individual,published,"Belkrow Ridge appears as a normal human with weird signs around his body until one day while angered at school. Belkrow released a wave of sonic energy that nearly killed all the students in his school. To stop himself, Belkrow left to the Under City where he became a part of The Drones.",Main Universe,Heroes,,,The Drones,28,Sonic Energy
Eliteverse-Heroes-Villains-T,Desdia Buggum,desdia-buggum,Spark,Individual,published,"Desdia has always been known in the Under City because of her special abilities. Her abilities are similar to fireworks and illuminating flashes in the sky. Her birthday is July 4th and during her birth, the sky lit up like a celebration.",Main Universe,Heroes,,,The Drones,19,Illuminating abilities; Firework like powers
Eliteverse-Heroes-Villains-T,Kindley Tetrum,kindley-tetrum,,Individual,published,"Always outcast because of his dinosaur like appearance, Kindley is a super powered human that has great agility and sharp claws.",Main Universe,Heroes,,,The Drones,7,Dinosaur appearance; Sharp claws
Eliteverse-Heroes-Villains-T,Cala Benjamin,cala-benjamin,Stalker,Individual,published,"Cala joined The Drones after looking around the world to only find out her mother, also a super-human died because of her appearance. Wishing to bring the world to justice, Cala knew her place was in Under City amongst others like herself. She became Stalker after she learned she could know where everyone was located just by knowing their face and name. As she grows older, her abilities allow her to sense things around her and even go to the lengths of blocking out mental attacks on her mind.",Main Universe,Heroes,,,The Drones,27,Hyper Sensing
Eliteverse-Heroes-Villains-T,Zayden Green,zayden-green,Beast Man,Individual,published,"Abilities: Giant bulky scaly beast like boy w/sonic blasts

Zayden was born in the Under City with no parents by his side, because of his look he has since only been in the Under City often going to the upper side of the world when the others need his strength and abilities to get food and fight battles. Because of his eyes, Zayden also called Beast Man only can appear at night.",Main Universe,Heroes,,,The Drones,16,
Eliteverse-Heroes-Villains-T,The Elementals,the-elementals,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Tay Woods,tay-woods,Aqua Teen,Individual,published,Tay Woods was raised by creatures of the forest in Africa. No one knows much of where his parents are or how he came to come about the lifestyle he is in. Tay learned of his abilities after being approached by Ned & Vendra during one of their exhibitions searching for others capable of joining their team. He would then take on the name of Aqua Teen because of his water abilities.,Main Universe,Heroes,,,The Elementals,18,Power over water; Ability to talk to animals
Eliteverse-Heroes-Villains-T,Ned Cohen,ned-cohen,Earthshaker,Individual,published,"One of the Elementals, Ned Cohen has always been a brute individual whose personality has caused many to believe him to suffer from bi-polar disorder. To contain his abilities, he wears armor and calls himself Earthshaker.",Main Universe,Heroes,,,The Elementals,33,Power over the Earth
Eliteverse-Heroes-Villains-T,Vendra Poro,vendra-poro,Firestarter,Individual,published,"Vendra has always been angry, especially as a child, one cry would burn down her house. Vendra was then sent away where she learns how to control her abilities through the help of psychics. She joined the Elementals in hopes to take vengeance on her family for sending her away.",Main Universe,Heroes,,,The Elementals,23,Pyrokinesis
Eliteverse-Heroes-Villains-T,Christofer Maxendius,christofer-maxendius,Element Man,Individual,published,"Born on a distant planet near the Triton galaxy, Christofer Maxendius came to Earth looking for a magical jewel that could save his world from an invasion. However unable to find the jewel on his own, he enlisted several powerful Descendants and named them the Elementals with his own name Element Man.",Main Universe,Heroes,,,The Elementals,,Eye Beams; Enhanced Strength; Flight
Eliteverse-Heroes-Villains-T,The Entity,the-entity,,Team,published,"Siblings to the Star Watchers and children to the Primordial Ones, they are the personification of their respective titles such as Destiny, Death, Time, etc.",Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Destiny,destiny,,Individual,published,Destiny represents the power that can create decisions based off of limitless actions. Destiny appearing as a woman covered in a flowing robe holding a libra scale. Possesses the unique abilities to no someone’s action before they take it without being thwarted by a sudden change in the person’s next or otherwise unplanned risk. She is one of the members of a family known as The Entity.,Main Universe,Heroes,,,The Entity,,Control over destinies
Eliteverse-Heroes-Villains-T,Death,death,,Individual,published,"Probably the most powerful being of her siblings. She made a remark that “after all is said and done, I will take even The Ultimate Power and his first children to their graves and only I will remain in existence”. With this bold statement, many believed that because of her title, she not only take beings to their respected afterlife but as well take exists during the first death and will be in existence until the last death. Although she can’t die, she can feel pain as seen in Chapter 14 while battling the demon Narxus. Her parent, like many of her siblings are unknown, probably because the only shared link to them is that she refers to The Ultimate Power as her sibling too while considering the other Entities as her siblings. The final chapter, Chapter 100 states she was born from nothing alongside The Ultimate Power, however because of the limitless creation stories of who created her could go on forever, it is often less implied.",Main Universe,Heroes,,,The Entity,,Control over Death
Eliteverse-Heroes-Villains-T,Mother Time,mother-time,,Individual,published,"Some what of a foreseer, Mother Time bare the resemblance of a hippy woman dressed in bells and sparkling crystals, while smoking what appears to be a firey comet. Her appearance is inspired by the fact that time is repetitive and shares culture with things that otherwise doesn’t exist in time itself. Although a powerful foe, her existence isn’t as enduring as her family. She is one of the youngest daughters of The Ultimate Power and wife to Father Creation.",Main Universe,Heroes,,,The Entity,,Power over Time
Eliteverse-Heroes-Villains-T,Life,life,,Individual,published,"His birth timeframe in the universe is unknown as he would have been born at the creation of his elder siblings Dark and Light or even The Ultimate Power itself. Life stated that he existed at the time of the Ultimate Power’s creation however this has been contradicted stating that his creator created him to give birth to the next creator. Which story is true, is unknown, however it is written and foretold that he along with Death are going to outlast even The Ultimate Power.",Main Universe,Heroes,,,The Entity,,Power over Life
Eliteverse-Heroes-Villains-T,Father Creation,father-creation,,Individual,published,"Believed to be one of the first 7 children of The Ultimate Power, Father Creation boasts the powers over all creation, everything within and outside of it is in his utter control. His main goal is to ensure that existence stays in tact. His main enemies are the direct children of Belckus and Belckus himself. When all in existence cease to be, Father Creation will be the remaining being, some believe that he and his siblings Death and Life will be the only three remaining even if the Ultimate Power dies.",Main Universe,Heroes,,,The Entity,,Power over Creation
Eliteverse-Heroes-Villains-T,Rêve,rêve,,Individual,published,"Existing long before mankind, Reve was created during the first imagination of the Ultimate Power. From his words, Reve came to life and was one of the 7 beings in existence. It is speculated that in his kingdom all dreamers go to, his castle lies above the Dreomede.",Main Universe,Heroes,,,The Entity,,Power over Dreams
Eliteverse-Heroes-Villains-T,The Generals,the-generals,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Layton Brandon Sr,layton-brandon-sr,Earth General,Individual,published,"During the great Britain war, he was one of Elite Force generals that help protect Britain from its enemies. No one knew that he attempted this feat through superpowers. Before his final battle, Layton married and had a son name Layton Brandon Jr.",Main Universe,Heroes,,,The Generals,62,Power over the ground
Eliteverse-Heroes-Villains-T,Sindia Ogon,sindia-ogon,Air General,Individual,published,"Sindia was one of the only female Generals, brought up as a fighter and an army brat. Sindia became the Air General after discovering her unique abilities to control the winds.",Main Universe,Heroes,,,The Generals,66,Power over Wind
Eliteverse-Heroes-Villains-T,Asheed Balcom,asheed-balcom,Fire General,Individual,published,"Asheed was one of the most formable allies of the Generals, serving as one of them for years, Asheed retired during the early 70s. He continues to fight however not as much.",Main Universe,Heroes,,,The Generals,70,Power over fire
Eliteverse-Heroes-Villains-T,Calcum Totrum,calcum-totrum,Ocean General,Individual,published,"Calcum along with his allies, the Generals, fought to save the world after the great World War 2. After retiring at the age of 58, Calcum was known as the Ocean General among his peers.",Main Universe,Heroes,,,The Generals,59,Power over water
Eliteverse-Heroes-Villains-T,The God's Club,the-gods-club,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Ambel Page,ambel-page,Roswin,Individual,published,"During the battle of the Elite City Union Force against Descendants in the city, Ambel was the first in command over a team called the Black Phoenix and from them he led them into battle against the government. He fought them until his final breath, through the use of black magic he was brought back to life to defend his cause yet again this time under the power of the God’s Club as Roswin.",Main Universe,Heroes,,,The God’s Club; The God's Club,42,Able to increase mass
Eliteverse-Heroes-Villains-T,Santel Rice,santel-rice,Sindet,Individual,published,"Santel was a great writer that spoke of an upcoming war in his books. He stated that the war would last for almost 3 years and many would die. For years many people thought it to be fiction and adored his work; however no one knew that he was channeling the mind of an oracle at a nearby mountain top known as Melphi. After the first battle against the Elite City Union Force, people begun thinking he was predicting the future or causing the events to happen.",Main Universe,Heroes,,,The God’s Club; The God's Club,35,Abnormal physical attributes Telepathy Telekinesis Animation; Powers
Eliteverse-Heroes-Villains-T,Synthia Silon,synthia-silon,Diamond Rage,Individual,published,"Abilities: Flawless diamond form impervious to destruction or emotion

Synthia shared the soul with two brothers named the Sun Twins through a cursed by Bewithia. The curse came about when she came across Bewithia torching her village for not worshipping her. Synthia used her powers to stop Bewithia but not without a price, to share her mind and soul with two others that denied Bewithia’s wrath in another city. Synthia joined The God’s Club in hopes to find a way to rid the curse and to stop the Elite City Union from imprisoning Descendants.",Main Universe,Heroes,,,The God’s Club; The God's Club,30,
Eliteverse-Heroes-Villains-T,The Hell's League,the-hells-league,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Inga Old,inga-old,Screech,Individual,published,Inga was abducted at a young age to be apart of the Russian gang The Hell’s League. She found out that her ability to create high pitch and explosive sound blasts from her screams allowed her to be a formable foe. Inga would become Screech and as time progress would receive gray hair and a somewhat banshee like appearance mostly because of the sonic rays going through her body.,Main Universe,Heroes,,,The Hell’s League; The Hell's League,24,Sound Blasts
Eliteverse-Heroes-Villains-T,The Immortals,the-immortals,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Jason Myers,jason-myers,Blue Omega,Individual,published,"Jason Myers died during the 18th century while robbing a house of lords. Because of his leadership, Jason was revived from the dead by Michael Onon hoping that he could continue his leadership over a new army. Michael endowed Jason with the abilities to shoot Energy Beams from his hands while also bearing immortality through a ring.",Main Universe,Heroes,,,The Immortals,358,Blue Energy Beams; Immortality
Eliteverse-Heroes-Villains-T,Michael Onon,michael-onon,Soul Master & King of Hell,Individual,published,"Michael Onon was one of the 7 demons that could come to the living once a year during the 31st of October to collect souls so that they can revive their father “Belckus”. During many attempts, Michael eventually got fed up with serving someone else so once Michael was on Earth on Halloween, he revived several powerful leaders and used their original souls to stay alive. In Chapter 12, Michael revived Oken the most powerful demon in Hell and used his abilities to become immortal and ruled the underworld.",Main Universe,Heroes,,,The Immortals,,Power Enhancing; Soul Controlling; Immortality
Eliteverse-Heroes-Villains-T,Nex Bixtrax,nex-bixtrax,The Black Scorpion,Individual,published,"While on her rampage throughout southern Europe and most of Africa, Nex was one of the most feared people in the world at that time, she was responsible for the death of several powerful leaders including King Tut. She ruled over thousands by taking over their kingdoms. She was ambushed by her followers and murdered; she was revived by Michael Onon in hopes to join his army. Once revived she was given the abilities to control the dead.",Main Universe,Heroes,,,The Immortals,1600,Power over the dead
Eliteverse-Heroes-Villains-T,Kevin Blackwell,kevin-blackwell,Night Killer,Individual,published,"In 1901, Kevin Blackwell was considered one of the worlds most feared serial killers, going through several names including Jack the Ripper in London. He was born to a hostel living and watched his father kill his mother and brother while killing himself. Kevin grew up knowing only how to kill and never to love and so he adopted the name Night Killer because of his tactics to kill throughout the night. Kevin killed several security guards while on watch and was later killed that same night in 1931 at the age 59. Michael revived Kevin and provided him with one of the most deadly abilities which was called the death touch, the ability to touch anything killing it instantly.",Main Universe,Heroes,,,The Immortals,110,Death Touch
Eliteverse-Heroes-Villains-T,Calsius Dines,calsius-dines,Slave Master,Individual,published,Calsius Dines was one of several slave owners who were killed during the 1800s raid that made headlines in Southern USA. His death brought much attention to ending slavery and providing equal opportunities to take place. Michael knew of Calsius’s ability to command others and thus gave him great power over Mind Control.,Main Universe,Heroes,,,The Immortals,2011,Mind Control; Limited Telepathy
Eliteverse-Heroes-Villains-T,Victor Pride,victor-pride,Acero,Individual,published,"Victor Pride was one of the most powerful people in the 1700 and before his death one of the most feared as well. It was believed that his troops discovered a great oil mine that could make him one of the richest men in the world however the mines collapsed on him and his troops. Michael found Victor’s corpse and revived him and gave him the ability to control metal & steel objects. In the year 2020, Victor became one of the most powerful Descendants alive and contained a army more powerful than Elite Force named the Almante.",Main Universe,Heroes,,,The Immortals; The Almante,346,Power over Metal; Steel; Flight; Limited Telepathic abilities
Eliteverse-Heroes-Villains-T,Disca Reeds,disca-reeds,Diamante,Individual,published,"Disca was the mistress of many leaders during her time, after killing each of them to gain control over their fortunes, Disca finally met her own fate by the hands of one of her step-children. Disca became the second person that was revived by Michael. Disca joined the Royal Family after the separation of the Immortals in hopes to continue her reign of power. At this point she took upon the Italian name, Diamante.",Main Universe,Heroes,,,The Immortals; Royal Family,648,Diamond structure body; Diamond shards
Eliteverse-Heroes-Villains-T,Jisabo Haynes,jisabo-haynes,Strong Man,Individual,published,"Jisabo was considered one of the strongest men alive, before his death, he could lift mountains if he wanted and was considered a Abnormal before the name was justified 200 years later. Jisabo was revived by Michael as the final piece of the Immortals and given immortality and enhancing his strength. In 2016, Jisabo now called Strong Man joined the Circus Family in hopes to live amongst others that care for him and leave the destructive life behind him.",Main Universe,Heroes,,,The Immortals; Circus Family,700,Enhanced Strength; Invincibility; Immortality
Eliteverse-Heroes-Villains-T,The Justice Knights,the-justice-knights,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Baemen Sticks,baemen-sticks,Wonder Man,Individual,published,"Baemen Sticks was born in the mediaeval times and was killed in a violent war. Brought back to life by a powerful wizard that died shortly after to assist in the battle of the angels and demons, Baemen now known by his fans & peers as Wonder Man. Was given the Magical Sword & Shield of the gods to protect mankind and stand up against the dark forces that was challenging the world. He created and leads the Justice Knights.",Main Universe,Heroes,,,The Justice Knights,703,Magical Sword; Shield
Eliteverse-Heroes-Villains-T,Blur Rad,blur-rad,Diamond Boy,Individual,published,"Blur Rad was born in a small island off of the new Delphi. He was both highly intelligent and could turn his body into harden diamond. Known for awhile as the Man of Iron, Blur officially adopted the name of Diamond Boy when he was 16 and kept it since. He protects his village from harm and occasionally assists in fights with The Justice Knights.",Main Universe,Heroes,,,The Justice Knights,18,Diamond hard body
Eliteverse-Heroes-Villains-T,Sage Starter,sage-starter,Romen,Individual,published,"Sage Starter has been loyal to his country since the early 1400s. During his last battle he was killed and he was buried where now a church in his honor stands. Through a powerful wizard that is now dead, Sage came back to life now known as his hero name Romen and weilds the Magic Armor & magical weapons and is apart of the Justice Knights.",Main Universe,Heroes,,,The Justice Knights,611,Magical Armor; Magical Weapons
Eliteverse-Heroes-Villains-T,David Arnold,david-arnold,Light Racer,Individual,published,"David Arnold was one of the most athletic guys in his high school and even in college and most thought him to be abnormal. He would then join the national football league however was dispelled after word got out about his abilities over light which allows him to travel at speeds faster than anyone on the planet. After being cast out of society, David would become Light Racer and would join the Justice Knights where he felt he would be needed and no cast out.",Main Universe,Heroes,,,Justice Knights; The Justice Knights,20,Speed
Eliteverse-Heroes-Villains-T,Trance Lee,trance-lee,Golden Justice,Individual,published,"During the great war of North and South Korea, Trance Lee was one of the suspected spy of the opposing country. Outlawed and hunted down to be killed by both countries, Trance realizes he was framed and set out on a mission to find those responsible. On one of his missions he finds a magical artifact in Cairo, Egypt that granted him with a powered golden armor. With this armor he would be granted eternal youth, the gift of flight, and highly intelligent weaponry. In another mission he would go by the name Golden Justice and join the Justice Knights.",Main Universe,Heroes,,,Justice Knights; The Justice Knights,180,Golden Armor with enhanced intelligence; Flight; Weaponry; Eternal youth
Eliteverse-Heroes-Villains-T,Redge Arnamen,redge-arnamen,Fire Blade,Individual,published,"In the year 1621, Redge Arnamen fought bravely in the war against the demons that was plaguing his village. A year later he met his death by the hands of the demon army’s leader. In the year 2011, Redge was brought back to life and was tought about the new world and how to survive in it. For his bravery in 1600, Redge would be honored the Sword of Volcanoes and the indestructible armor of the gods. Later that same year the mysterious force that revived him brought him to meet several other knights called the Justice Knights.",Main Universe,Heroes,,,Justice Knights; The Justice Knights,501,Sword made of fire; Fire proof armor
Eliteverse-Heroes-Villains-T,Jane Vines,jane-vines,Rainbow Scarlet,Individual,published,"Born on the island of Invasia, Jane was born of great Invasian descent and bore favoritism from her gods. When her home world was overrun by an army of shadows. Jane invoke the help of the gods to provide her with the necessary means to defeat her opponents. She was given a magical lasso that could bind anything magical while a magical pole could extend to the heavens. Her cape protected her from attacks and her skin was bullet proof. Jane would meet with the Justice Knights and join their ranks as she felt she needed their assistance to defeat her opponents.",Main Universe,Heroes,,,Justice Knights; The Justice Knights,25,Extensible cape; Pole; Magical lasso
Eliteverse-Heroes-Villains-T,The Lights,the-lights,,Team,published,,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-T,Misha Jones,misha-jones,Light Girl,Individual,published,"Running away from home at 12, Misha Jones would find herself coming into a battle with death. Several guys came in contact with Misha, raped her and burned her body to ashes. From that moment, Misha came back from the ashes with a burst of light and killed the men that killed her and would then use her abilities to protect other women in violent situations under the name of Light Girl.",Main Universe,Heroes,,,The Lights,31,Power over Light; Regeneration
Eliteverse-Heroes-Villains-T,Council of Light,council-of-light,The Lights,Individual,published,"Age: Older than time

Created from the gods before all else, The Lights are powerful metamorphic beings that rule over all time and would later take the place of the gods after the great war. Their first human which they use to defend their new world “Earth X” from dark forces was Misha Jones as Light Girl. They are often seen as beings of pure light with voices that can cause earthquakes.",Main Universe,Heroes,,,Light Girl; The Lights,,Power over Light; Life
