source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter 13 (Monsters),Jigalent Knight,jigalent-knight,,Monster,published,Powerful metal machine like knight with human appearance & golden rods from back,Main Universe,Monsters,,,,Types: Soldier; Level: Enrage
Chapter 13 (Monsters),Soligon Knight,soligon-knight,,Monster,published,Blue metal machine like knight w/human appearance & silver structures from around neck & waist,Main Universe,Monsters,,,,Types: Soldier; Level: Enrage
Chapter 13 (Monsters),The Boburon Wolf,the-boburon-wolf,,Monster,published,Giant silver/white/golden wolf w/giant wing like metal structures from back & armor,Main Universe,Monsters,,,,Types: Beast; Level: Enrage
Chapter 13 (Monsters),Neon Ogre,neon-ogre,,Monster,published,A neon bodied ogre w/body armor & giant antler like horns,Main Universe,Monsters,,,,Types: Beast; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Muscki,muscki,,Monster,published,Hamster w/wires & nails erected from back,Main Universe,Monsters,,,,Types: Beast; Level: Ability
Chapter 13 (Monsters),Dedula,dedula,,Monster,published,Alien like creature w/removable parts & alien writing around body,Main Universe,Monsters,,,,Types: Neutral; Level: Enrage
Chapter 13 (Monsters),Pinshun,pinshun,,Monster,published,"Wrinkled old man w/suit & giant sword and giant gun, with long spiky hair & giant fists",Main Universe,Monsters,,,,Types: Death; Level: Battle
Chapter 13 (Monsters),Banchuka,banchuka,,Monster,published,Giant dog like beast w/giant guns attached to back & metal claws,Main Universe,Monsters,,,,Types: Beast; Level: Battle
Chapter 13 (Monsters),Millenium Dauda,millenium-dauda,,Monster,published,"Hell type: While Still A Knight Of Purgatory
Level: Light (While Still A Knight Of Heaven)",Main Universe,Monsters,,,,Types: Hell
Chapter 13 (Monsters),Extreme,extreme,,Monster,published,"10ft tall woman with large wings. Her helmet like her armor is gold, white, and blue. Her long hair can be used as a whip as it is hard and white.

Once one of the holders of the three books of knowledge, time, and life. She recorded all events within the book of time. As a Knight of Purgatory, she now holds a similar responsibility as the holder of the Book of the Dead. She records the deaths of all things and watches them while they are in the afterlife. She can see everywhere at once.

Large golem like creature with red, yellow, and black armor. Matching helmet and sword with golden blade. Stands about 50ft tall.

This creature was once one of the protectors of Heaven. Sent to a faraway land to recover from its battle with Beelzebub. This creature became a prisoner and later soldier to Beelzebub after his children bound this creature.",Main Universe,Monsters,,,,
Chapter 13 (Monsters),Lady Bastowa,lady-bastowa,,Monster,published,"Hell type: While Still A Knight Of Purgatory
Level: Light (While Still A Knight Of Heaven)",Main Universe,Monsters,,,,Types: Hell
Chapter 13 (Monsters),Aura Beasts,aura-beasts,,Monster,published,"When the Domi Mages created Aurelia, they knew that the leftover energy would destroy the world because it was too intense so they created a parallel world with everything having a polar opposite. The polar opposites have glowing patches of aura around their bodies and markings of the Domi Mages on their bodies and/or armors. The Domi Mages sealed this world away from existence with many creatures leaking to the real world. Overtime as the Domi Mages disappeared, their magic weakened and this world now appears in night sky of Aurelia. Most Aurelians think this world to be another moon or Earth because of its similarities in look.

These creatures are known as Aura Beasts and appear similar to the original Aurelian creatures found above; each creature has an Aura counterpart with major differences. The differences are that there are glowing patches of aura found around their bodies, markings on their bodies and/or armor, they have opposite personalities as their above counterparts, and they are usually stronger than their counterparts.",Main Universe,Monsters,,,,
Chapter 13 (Monsters),Morphed 7 tailed fish,morphed-7-tailed-fish,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Mechanic Stingray,mechanic-stingray,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Small Rainbow Fish,small-rainbow-fish,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Neon Goldfish,neon-goldfish,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Domi Mage,domi-mage,,Monster,published,"Appearance: -----

------

One of the 7 Mages responsible for creating the cosmos (stars, galaxies, and worlds); ----

------

One of the 7 Mages responsible for creating mankind of all worlds and giving them wisdom of which ATHENA oversees; ------

------

One of the 7 Mages responsible for watching over life (some accounts responsible for giving immortality to gods and several creatures); -----

-----

One of the 4 original Mages responsible for protecting the worlds from alongside (along with PULASTHYA, KRATHU, & VASISHTA); ------

------

One of the 4 original Mages responsible for protecting the worlds alongside (KRATHU, PULAHA, & VASISHTA); -------

------

One of the 4 original Mages responsible for protecting the worlds alongside (PULAHA, VASISHTA, & PULASTHYA); ------

-----

One of the 4 original Mages responsible for protecting the worlds alongside (PULAHA, KRATHU, & PULASTHYA); ------

------

One of the 7 Mages that from her came the first creature and the first spoken word; ------

-----

One of the 7 mages that created Time, Space, & Matter

------

------

One of the 7 Mages that created the lands from the skin of THE CREATOR, the river from its blood, trees & flowers from its hair, & sun and moon from its eyes after its death",Main Universe,Monsters,,,,
Chapter 13 (Monsters),Aura Guardian Beast,aura-guardian-beast,,Monster,published,"------

-------

The Domi Mages created this beast to protect and watch over Aru, it appeared as a giant beast with glowing markings and patches of light around its body, it was nor good nor evil, its giant horns were powerful and could lift mountains. It has giant wings that can disappear at will, its giant hooves and claws could shoot lightning, it had fangs and its body was the size of current New York City.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Abyssinian,abyssinian,,Monster,published,This smart talking feline uses its charm to latch onto anyone and then releases spores from its hard fur to control enemies with its seductive tone. It is fast and can camouflage itself to blend with any surface.,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Adeliguin,adeliguin,,Monster,published,"Adelie Penguin, its smooth body can protect it against harsh climates up in the highest mountains of Aurelia. It uses the ice around it to launch fierce Frozen Type attacks.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Affenpinscher,affenpinscher,,Monster,published,Small dog like creatures that uses its thick fur to protect it and other from attacks. Its dark eyes can see deep into the darkness.,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Akbash,akbash,,Monster,published,Loyal creatures that are found in almost all cities and towns throughout Aurelia. They are by far the largest breed of any Anirelian.,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Akita,akita,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Alamalamute,alamalamute,,Monster,published,Alaskan Malamute,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Albatross,albatross,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Aldatoise,aldatoise,,Monster,published,Aldabra Giant Tortoise,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Gatorwamp,gatorwamp,,Monster,published,Alligator,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Albracke,albracke,,Monster,published,Alpine Dachsbracke,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Bulldog,american-bulldog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Cocker Spaniel,american-cocker-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Coonhound,american-coonhound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Eskimo Dog,american-eskimo-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Foxhound,american-foxhound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Staffordshire Terrier,american-staffordshire-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,American Water Spaniel,american-water-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Anatolian Shepherd Dog,anatolian-shepherd-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Angelfish,angelfish,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Ant,ant,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Anteater,anteater,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Antelope,antelope,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Anu,anu,,Monster,published,Ainu Dog,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Appenzeller Dog,appenzeller-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Arctic Fox,arctic-fox,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Arctic Hare,arctic-hare,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Arctic Wolf,arctic-wolf,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Armadillo,armadillo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Asian Elephant,asian-elephant,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Asian Giant Hornet,asian-giant-hornet,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Asian Palm Civet,asian-palm-civet,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Asiatic Black Bear,asiatic-black-bear,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Australian Cattle Dog,australian-cattle-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Australian Kelpie Dog,australian-kelpie-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Australian Mist,australian-mist,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Australian Shepherd,australian-shepherd,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Australian Terrier,australian-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Avocet,avocet,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Axolotl,axolotl,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Aye Aye,aye-aye,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,B,b,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Baboon,baboon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bactrian Camel,bactrian-camel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Badger,badger,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Balinese,balinese,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Banded Palm Civet,banded-palm-civet,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bandicoot,bandicoot,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Barb,barb,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Barn Owl,barn-owl,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Barnacle,barnacle,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Barracuda,barracuda,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Basenji Dog,basenji-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Basking Shark,basking-shark,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Basset Hound,basset-hound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bat,bat,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bavarian Mountain Hound,bavarian-mountain-hound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Beagle,beagle,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bear,bear,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bearded Collie,bearded-collie,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bearded Dragon,bearded-dragon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Beaver,beaver,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bedlington Terrier,bedlington-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Beetle,beetle,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bengal Tiger,bengal-tiger,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bernese Mountain Dog,bernese-mountain-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bichon Frise,bichon-frise,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Binturong,binturong,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bird,bird,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Birds Of Paradise,birds-of-paradise,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Birman,birman,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bison,bison,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Black Bear,black-bear,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Black Rhinoceros,black-rhinoceros,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Black Russian Terrier,black-russian-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Black Widow Spider,black-widow-spider,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bloodhound,bloodhound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Blue Lacy Dog,blue-lacy-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Blue Whale,blue-whale,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bluetick Coonhound,bluetick-coonhound,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bobcat,bobcat,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bolognese Dog,bolognese-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bombay,bombay,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bongo,bongo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bonobo,bonobo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Booby,booby,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Border Collie,border-collie,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Border Terrier,border-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bornean Orang-utan,bornean-orang-utan,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Borneo Elephant,borneo-elephant,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Boston Terrier,boston-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bottle Nosed Dolphin,bottle-nosed-dolphin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Boxer Dog,boxer-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Boykin Spaniel,boykin-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Brazilian Terrier,brazilian-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Brown Bear,brown-bear,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Budgerigar,budgerigar,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Buffalo,buffalo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bull Mastiff,bull-mastiff,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bull Terrier,bull-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bulldog,bulldog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bullfrog,bullfrog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bumble Bee,bumble-bee,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Buphant,buphant,,Monster,published,African Bush Elephant,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Burmese,burmese,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Burrowing Frog,burrowing-frog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Bastelifly,bastelifly,,Monster,published,"Butterfly, sweet and harmless looking butterfly that releases spores when touched that can kill or paralyze opponents instantly.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Buttish,buttish,,Monster,published,"Butterfly Fish, small harmless fish that has wings of a butterfly and glows with rainbow like strings wrapped around its body. It uses stingers attached to its lower wings to catch preys.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,C,c,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Caiman Lizard,caiman-lizard,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cairn Terrier,cairn-terrier,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Camel,camel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Canaan Dog,canaan-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Canvet,canvet,,Monster,published,African Civet,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Capybara,capybara,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Caracal,caracal,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Carolina Dog,carolina-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cassowary,cassowary,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cat,cat,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Caterpillar,caterpillar,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Catfish,catfish,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cavalier King Charles Spaniel,cavalier-king-charles-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Centipede,centipede,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cesky Fousek,cesky-fousek,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chameleon,chameleon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chamois,chamois,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cheetah,cheetah,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chesapeake Bay Retriever,chesapeake-bay-retriever,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chicken,chicken,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chihuahua,chihuahua,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chimpanzee,chimpanzee,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chinchilla,chinchilla,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chinese Crested Dog,chinese-crested-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chinook,chinook,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chinstrap Penguin,chinstrap-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chipmunk,chipmunk,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Chow Chow,chow-chow,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cichlid,cichlid,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Clawedrog,clawedrog,,Monster,published,African Clawed Frog,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Clouded Leopard,clouded-leopard,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Clown Fish,clown-fish,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Clumber Spaniel,clumber-spaniel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Coati,coati,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cockroach,cockroach,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Collared Peccary,collared-peccary,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Collie,collie,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Common Buzzard,common-buzzard,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Common Frog,common-frog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Common Loon,common-loon,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Common Toad,common-toad,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Coral,coral,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cottontop Tamarin,cottontop-tamarin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cougar,cougar,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cow,cow,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Coyote,coyote,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Crab,crab,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Crab-Eating Macaque,crab-eating-macaque,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Crane,crane,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Crested Penguin,crested-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Crocodile,crocodile,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cross River Gorilla,cross-river-gorilla,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Curly Coated Retriever,curly-coated-retriever,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cuscus,cuscus,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Cuttlefish,cuttlefish,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,D,d,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dachshund,dachshund,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dalmatian,dalmatian,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Darwin's Frog,darwins-frog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Deer,deer,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Desert Tortoise,desert-tortoise,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Deutsche Bracke,deutsche-bracke,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dhole,dhole,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dingo,dingo,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Discus,discus,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Doberman Pinscher,doberman-pinscher,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dodabare,dodabare,,Monster,published,"A dodo bird whose body is hidden underground. Its long neck and beak can be used to grab things high from trees. Very few people have ever seen its lower body, because of this it is usually pictured as just a neck with a head and connected feathers from its head.",Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Doglidare,doglidare,,Monster,published,A loyal hound that will connect with its battler from birth and remain with him until death. It uses its long tail to wrap around objects it cares about.,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dogo Argentino,dogo-argentino,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dogue De Bordeaux,dogue-de-bordeaux,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dolphin,dolphin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Donkey,donkey,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dormouse,dormouse,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dragonfly,dragonfly,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Drever,drever,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Duck,duck,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dugong,dugong,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dunker,dunker,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dusky Dolphin,dusky-dolphin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Dwarf Crocodile,dwarf-crocodile,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,E,e,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Eagle,eagle,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Earwig,earwig,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Eastern Gorilla,eastern-gorilla,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Eastern Lowland Gorilla,eastern-lowland-gorilla,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Echidna,echidna,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Edible Frog,edible-frog,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Egyptian Mau,egyptian-mau,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Electric Eel,electric-eel,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Elephant,elephant,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Elephant Seal,elephant-seal,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Elephant Shrew,elephant-shrew,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Emperor Penguin,emperor-penguin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Emperor Tamarin,emperor-tamarin,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,Emu,emu,,Monster,published,,Main Universe,Monsters,,,,
Chapter Monsters 13.5 Extended,English Cocker Spaniel,english-cocker-spaniel,,Monster,published,,Main Universe,Monsters,,,,
